step,train_loss
1772,2.026715040206909
1776,2.1286373138427734
1780,2.2169175148010254
1788,1.7380605936050415
1800,1.9711664915084839
1804,1.7173322439193726
1816,1.8089953660964966
1820,2.152425527572632
1828,2.1168696880340576
1836,2.3833892345428467
1856,2.468768835067749
1860,1.8063480854034424
1864,2.005556583404541
1868,2.301173686981201
1872,2.1278223991394043
1876,2.10697603225708
1880,1.7961617708206177
1908,2.218575954437256
1924,2.099578857421875
1940,1.9235340356826782
1944,1.8965932130813599
1956,1.986668348312378
1972,2.0174641609191895
1976,2.041553497314453
1980,2.1534111499786377
1984,1.887563943862915
1988,1.9494869709014893
2000,1.7694727182388306
2016,1.9075074195861816
2020,2.363753080368042
2024,2.174260377883911
2032,2.259944200515747
2044,1.932671308517456
2048,2.6363706588745117
2052,2.319066047668457
2056,2.3892874717712402
2068,1.9234181642532349
2084,2.378251075744629
2088,2.02123761177063
2092,1.8958805799484253
2108,2.4306013584136963
2124,2.7654869556427
2132,1.9570385217666626
2152,1.7550314664840698
2156,2.4667553901672363
2160,2.182044267654419
2176,1.7969021797180176
2180,2.1416118144989014
2184,2.437227487564087
2188,2.522064685821533
2192,1.5680770874023438
2196,1.7716503143310547
2200,2.0151050090789795
2204,2.211867332458496
2208,1.945239782333374
2212,1.563008427619934
2216,2.1134908199310303
2224,2.12149715423584
2240,2.303280830383301
2244,2.0385797023773193
2260,1.7790663242340088
2272,2.6940054893493652
2276,2.3636724948883057
2288,2.041827917098999
2300,2.022820472717285
2304,1.6486088037490845
2312,2.1164793968200684
2316,2.48807954788208
2320,1.9452409744262695
2324,2.115356683731079
2328,2.257181406021118
2344,2.6047191619873047
2348,1.8538793325424194
2352,2.8342652320861816
2360,1.7799080610275269
2364,2.6852502822875977
2368,2.0928993225097656
2384,1.8106082677841187
2388,2.353748321533203
2392,2.205988645553589
2396,1.6332662105560303
2404,2.2754015922546387
2428,1.8851861953735352
2432,2.0965471267700195
2436,1.7753312587738037
2440,2.1767961978912354
2448,1.8971792459487915
2460,1.8114463090896606
2464,1.9093749523162842
2468,2.2292709350585938
2476,1.9787840843200684
2484,2.1209213733673096
2488,2.0989315509796143
2492,2.1807618141174316
2496,2.4656968116760254
2500,2.0600218772888184
2504,2.2152674198150635
2520,2.0882577896118164
2524,2.3459229469299316
2528,1.9762234687805176
2536,2.084909677505493
2540,2.4678783416748047
2556,2.272397041320801
2576,2.1411221027374268
2584,1.8445379734039307
2596,1.9219194650650024
2604,1.9267613887786865
2612,2.273919105529785
2616,1.6909096240997314
2624,1.8680198192596436
2632,2.1989011764526367
2636,3.0288450717926025
2648,2.2433347702026367
2660,1.8732901811599731
2668,2.1346676349639893
2672,2.513552188873291
2676,2.5211896896362305
2680,1.7285124063491821
2684,2.4855666160583496
2688,1.9820278882980347
2692,1.695681095123291
2712,2.16697359085083
2716,2.092243194580078
2724,1.9515162706375122
2728,2.0317420959472656
2744,2.370253562927246
2748,1.8049465417861938
2752,1.600616216659546
2768,2.163393497467041
2772,1.8924782276153564
2776,1.781675100326538
2780,2.251397132873535
2784,2.0683352947235107
2800,2.032064914703369
2804,1.8138965368270874
2820,2.0233850479125977
2828,1.8958046436309814
2832,2.186108112335205
2836,2.3442585468292236
2840,1.9423319101333618
2844,2.372757911682129
2848,2.4280457496643066
2856,1.5570714473724365
2864,1.9912614822387695
2896,1.8142809867858887
2900,2.3208065032958984
2912,1.8678829669952393
2916,2.3755545616149902
2932,1.723541259765625
2936,2.041710615158081
2944,1.8794200420379639
2952,1.6870791912078857
2960,2.206251859664917
2964,1.9287035465240479
2980,1.7751046419143677
2988,2.2028801441192627
2996,1.9360133409500122
3000,1.8019599914550781
3004,1.9229035377502441
3012,1.9609906673431396
3020,1.9198814630508423
3024,1.9084416627883911
3032,1.5214439630508423
3040,1.982853889465332
3044,2.190553665161133
3048,2.3722667694091797
3064,2.8181114196777344
3068,2.0579605102539062
3076,1.996109962463379
3084,1.98956298828125
3088,1.9652228355407715
3096,1.759531021118164
3108,2.473525285720825
3116,2.0461485385894775
3128,1.9876832962036133
3132,1.6276507377624512
3140,2.153986692428589
3144,2.2461583614349365
3160,2.977938652038574
3176,2.1419613361358643
3180,1.846745491027832
3184,2.2681097984313965
3196,1.8062398433685303
3200,1.5540480613708496
3204,2.1864447593688965
3216,1.6420811414718628
3220,1.6216862201690674
3228,1.7734875679016113
3236,2.69395112991333
3248,1.7923978567123413
3252,2.0062451362609863
3256,2.391815185546875
3264,2.2752552032470703
3272,1.984656810760498
3284,2.3361592292785645
3296,2.014727830886841
3308,1.8437732458114624
3312,1.3658699989318848
3320,2.1686556339263916
3336,1.841803789138794
3340,1.896665334701538
3344,2.1720194816589355
3356,1.6681642532348633
3360,1.9618531465530396
3368,1.9109389781951904
3372,2.571291923522949
3376,2.2281765937805176
3380,2.055830717086792
3392,1.7800374031066895
3400,2.1844208240509033
3404,2.215830087661743
3408,1.7227518558502197
3412,1.8207597732543945
3416,2.0491888523101807
3420,1.537895917892456
3424,1.9689580202102661
3428,1.5157259702682495
3440,1.7027640342712402
3444,1.4066593647003174
3448,2.78656005859375
3465,1.8807296752929688
3477,1.8199455738067627
3481,2.1849920749664307
3485,2.2611887454986572
3493,2.511367082595825
3497,2.4796223640441895
3501,1.866933822631836
3509,1.3557348251342773
3513,1.9610934257507324
3517,1.7164394855499268
3521,2.2091140747070312
3525,1.9414507150650024
3529,1.8345469236373901
3545,1.9710447788238525
3549,2.19948410987854
3553,1.4871584177017212
3557,1.6407058238983154
3565,1.9152483940124512
3573,2.067310333251953
3589,2.3597092628479004
3593,2.3708178997039795
3601,1.7944313287734985
3605,1.617532730102539
3609,2.0004138946533203
3617,1.7929116487503052
3625,1.4473720788955688
3629,2.725803852081299
3633,2.023777961730957
3637,1.929924488067627
3645,2.553891181945801
3649,1.8254694938659668
3653,1.9830635786056519
3657,1.827887773513794
3665,1.4954445362091064
3673,1.6545369625091553
3677,2.321150064468384
3689,2.5755374431610107
3701,2.267127513885498
3705,2.2690327167510986
3713,2.276665210723877
3717,2.1939971446990967
3721,1.6988894939422607
3725,1.775107741355896
3733,1.9984811544418335
3741,1.58237624168396
3745,2.4440383911132812
3749,2.166836738586426
3753,1.7777116298675537
3757,2.3072712421417236
3761,1.9806177616119385
3765,2.3041348457336426
3769,1.9608324766159058
3781,1.7648591995239258
3785,2.3485517501831055
3793,1.885862946510315
3797,2.0406813621520996
3801,1.915040135383606
3805,2.0924248695373535
3813,2.3257527351379395
3821,1.9328359365463257
3829,1.9444530010223389
3845,2.0147294998168945
3857,2.2673654556274414
3885,1.8365015983581543
3893,1.7793735265731812
3897,1.9517757892608643
3905,1.7822859287261963
3913,1.9172213077545166
3917,1.9349687099456787
3921,2.4788100719451904
3925,2.7879929542541504
3945,2.1703577041625977
3949,1.7456848621368408
3961,2.9886436462402344
3965,1.8189072608947754
3969,2.2671215534210205
3977,1.7547364234924316
3981,2.278120994567871
3985,2.0413436889648438
3989,1.929931879043579
3997,2.3477540016174316
4001,2.296652317047119
4009,2.2165701389312744
4013,2.4429357051849365
4017,1.8345426321029663
4025,1.7056516408920288
4029,2.3189797401428223
4033,1.8110942840576172
4041,1.7009769678115845
4045,1.7249714136123657
4049,1.8209288120269775
4061,1.718871831893921
4069,2.2021472454071045
4073,1.66847562789917
4077,2.1619484424591064
4085,1.6389873027801514
4097,2.528033494949341
4105,2.076113700866699
4121,2.160828113555908
4129,2.2193615436553955
4137,2.6067473888397217
4141,2.543748140335083
4153,2.0833520889282227
4173,2.035788059234619
4177,2.107877731323242
4181,2.1406009197235107
4189,2.396049737930298
4197,2.5641443729400635
4209,1.8349661827087402
4213,2.5697779655456543
4217,1.828794240951538
4221,2.443143367767334
4225,1.9120135307312012
4237,1.9017561674118042
4241,1.77726149559021
4245,2.3909311294555664
4249,1.7396657466888428
4253,2.075428009033203
4257,2.150021553039551
4261,2.0103588104248047
4265,2.058939218521118
4273,1.9982603788375854
4293,1.8779332637786865
4301,1.8196816444396973
4309,2.1214241981506348
4317,1.8255536556243896
4321,1.9480457305908203
4325,1.7724778652191162
4337,2.095151424407959
4341,1.6651039123535156
4349,2.545567035675049
4353,2.0717592239379883
4357,2.14228892326355
4365,2.0886054039001465
4369,1.6383929252624512
4373,1.6074535846710205
4385,2.3614580631256104
4393,1.864974021911621
4397,1.9863554239273071
4401,2.1399385929107666
4409,1.8836984634399414
4413,1.9614691734313965
4417,1.6342201232910156
4421,2.0963828563690186
4425,2.0839357376098633
4429,2.0128417015075684
4433,2.089257001876831
4437,2.2948286533355713
4441,2.4024345874786377
4457,2.3013033866882324
4461,2.695535659790039
4473,1.6738882064819336
4481,2.0371956825256348
4485,2.2966294288635254
4489,2.0056209564208984
4505,2.0035035610198975
4509,2.208432674407959
4513,1.6929373741149902
4525,1.995089054107666
4529,2.208031177520752
4533,1.8478986024856567
4549,2.107966899871826
4581,2.1564908027648926
4585,2.2088265419006348
4589,2.1290035247802734
4593,1.9233434200286865
4597,1.8282074928283691
4605,1.94731867313385
4609,2.2980589866638184
4613,2.543187379837036
4621,1.5340385437011719
4629,1.7788465023040771
4633,1.881942629814148
4637,1.9125760793685913
4641,2.6290314197540283
4645,2.626492977142334
4649,1.8126507997512817
4653,1.8751976490020752
4661,2.3886094093322754
4669,2.0630128383636475
4677,1.989249348640442
4689,2.420097827911377
4693,2.237367630004883
4701,2.1733312606811523
4713,2.000037670135498
4717,1.7046537399291992
4721,1.7536998987197876
4725,2.0072224140167236
4729,2.1095898151397705
4741,1.8446974754333496
4749,1.9196641445159912
4757,1.7939963340759277
4761,2.0515763759613037
4773,1.5920771360397339
4777,2.7362194061279297
4781,2.048673152923584
4789,2.060723304748535
4793,2.1112070083618164
4797,1.7289812564849854
4813,1.8189222812652588
4821,2.133920192718506
4825,1.8446071147918701
4829,2.3532538414001465
4841,2.0810036659240723
4845,2.030710458755493
4861,2.401672840118408
4865,1.8802437782287598
4869,2.085219144821167
4873,2.6826138496398926
4877,1.8454830646514893
4885,1.6958608627319336
4889,2.369027853012085
4897,2.0121400356292725
4905,1.7250518798828125
4917,1.6678268909454346
4921,2.1331911087036133
4925,1.7083872556686401
4933,1.9093948602676392
4937,2.251443862915039
4953,1.8913342952728271
4957,1.7136664390563965
4965,1.9734169244766235
4981,1.7026976346969604
4985,1.9092084169387817
4989,1.8840501308441162
4993,1.791916847229004
4997,2.1681325435638428
5001,1.9949085712432861
5005,2.6385674476623535
5009,2.4927570819854736
5017,2.614889144897461
5029,2.012082099914551
5037,2.0573887825012207
5041,1.919223666191101
5045,1.756156086921692
5053,2.0859744548797607
5057,1.7732007503509521
5061,1.893390417098999
5065,1.7888048887252808
5069,2.063915967941284
5073,2.2810113430023193
5077,1.775958776473999
5081,2.259943723678589
5085,2.3439552783966064
5089,1.783081293106079
5093,2.0530359745025635
5101,2.488370418548584
5105,2.0432398319244385
5109,1.748145580291748
5113,1.8957581520080566
5117,1.8148208856582642
5125,2.2714760303497314
5129,2.5605740547180176
5133,2.557136058807373
5137,1.539468765258789
5141,2.118624687194824
5153,2.6781370639801025
5161,1.640736699104309
5169,1.8846474885940552
5177,2.3206188678741455
5181,1.8740875720977783
5185,1.9079947471618652
5213,2.2775514125823975
5217,1.6410777568817139
5229,2.0164737701416016
5237,1.9332184791564941
5253,1.6196528673171997
5261,1.8734567165374756
5265,2.281038284301758
5281,2.665645122528076
5285,1.866713285446167
5301,2.4532744884490967
5305,1.5801665782928467
5317,1.5335659980773926
5325,1.5119625329971313
5329,2.4018619060516357
5333,2.320222854614258
5337,1.700563669204712
5341,2.0745773315429688
5345,2.012284517288208
5349,2.0240061283111572
5353,1.8334019184112549
5357,1.5324881076812744
5361,2.0854907035827637
5369,2.208385705947876
5373,1.881927251815796
5377,2.007368803024292
5389,2.5617339611053467
5397,1.8147296905517578
5413,2.5044894218444824
5417,1.8523638248443604
5425,2.37516188621521
5429,1.672602891921997
5437,1.669856071472168
5441,2.099262237548828
5445,1.8416277170181274
5453,2.956935405731201
5461,1.8695764541625977
5469,2.2471201419830322
5481,1.4687503576278687
5485,1.9300974607467651
5493,2.42527437210083
5501,1.9916893243789673
5505,1.831911325454712
5521,1.6676561832427979
5533,1.9188191890716553
5537,1.6360149383544922
5541,2.0490102767944336
5549,1.5033421516418457
5561,1.7498273849487305
5565,1.8549858331680298
5573,2.2084755897521973
5581,1.8825833797454834
5585,1.8704767227172852
5589,1.5922536849975586
5601,2.516669750213623
5605,2.633302927017212
5613,2.1071877479553223
5617,2.10068416595459
5621,1.7693794965744019
5625,1.4499160051345825
5629,2.073124647140503
5633,1.4716765880584717
5641,2.147042751312256
5645,1.7302441596984863
5653,2.1883249282836914
5657,2.3429126739501953
5661,2.08669376373291
5665,2.2712996006011963
5677,1.8623297214508057
5689,2.755082607269287
5693,2.239741325378418
5697,2.5116147994995117
5701,2.017030954360962
5709,1.7872904539108276
5713,2.530740976333618
5721,2.7553255558013916
5725,1.8424232006072998
5741,2.14878511428833
5745,1.9270310401916504
5749,1.5873855352401733
5757,2.0344555377960205
5761,1.6881284713745117
5765,2.366891622543335
5773,2.043691873550415
5781,2.1078388690948486
5785,3.2610366344451904
5793,2.155693531036377
5797,2.026581287384033
5813,1.8531548976898193
5817,1.6126453876495361
5829,1.9859808683395386
5841,1.7381073236465454
5845,1.7383476495742798
5853,1.624418020248413
5857,2.1517152786254883
5861,1.5911576747894287
5865,2.0196197032928467
5869,2.2154855728149414
5873,1.7224117517471313
5885,1.990670919418335
5889,1.9619388580322266
5901,2.392821788787842
5905,2.149780750274658
5909,1.5756572484970093
5917,2.16461181640625
5921,2.324765205383301
5925,2.5369155406951904
5945,2.0988640785217285
5949,2.593080759048462
5953,2.1863503456115723
5957,1.4698309898376465
5961,2.06408953666687
5969,1.844294548034668
5977,2.1309292316436768
5985,2.332853078842163
5989,1.7445282936096191
6005,2.123091220855713
6013,1.6045660972595215
6029,2.3998942375183105
6057,2.248741626739502
6073,2.2328877449035645
6085,1.8100683689117432
6089,2.14262056350708
6097,1.8213592767715454
6101,1.8606969118118286
6113,2.6290197372436523
6121,2.172450065612793
6125,1.7389682531356812
6129,2.326026439666748
6137,2.738046169281006
6141,1.675445556640625
6161,2.00148868560791
6165,2.0009279251098633
6173,2.167210817337036
6177,2.289031744003296
6185,1.8601462841033936
6189,1.9397884607315063
6193,2.1035823822021484
6201,1.9537324905395508
6217,1.7318553924560547
6221,1.7297999858856201
6241,1.8884260654449463
6245,2.182464361190796
6253,1.744673252105713
6265,1.7933173179626465
6269,1.722421646118164
6285,1.9571123123168945
6289,1.7021466493606567
6301,2.742614984512329
6305,2.0220322608947754
6309,1.741658091545105
6313,2.419126272201538
6317,2.439530849456787
6321,1.7234362363815308
6325,1.7591767311096191
6329,1.562928557395935
6333,1.8033738136291504
6345,1.851583480834961
6357,1.5376601219177246
6369,1.7101752758026123
6373,2.2205350399017334
6377,1.7707606554031372
6389,1.8309656381607056
6393,1.8480877876281738
6405,1.6704199314117432
6413,1.750343918800354
6421,1.4901634454727173
6425,2.3523902893066406
6433,1.9804373979568481
6437,2.0566272735595703
6441,2.145641803741455
6445,1.8030071258544922
6449,1.7094454765319824
6457,2.2730283737182617
6465,2.3142080307006836
6469,2.0186705589294434
6473,2.557708740234375
6477,2.387176036834717
6481,2.1827938556671143
6485,2.047091007232666
6493,2.47513484954834
6501,1.6648677587509155
6505,1.8159257173538208
6509,2.9459571838378906
6517,2.4532103538513184
6521,1.4440538883209229
6525,2.0469579696655273
6529,2.185396671295166
6533,1.8793654441833496
6537,2.304203510284424
6549,2.258293867111206
6553,1.791860818862915
6557,2.1196370124816895
6561,1.6894768476486206
6569,1.9508695602416992
6577,1.7266151905059814
6581,1.950183391571045
6589,2.2800452709198
6597,1.880379557609558
6601,2.426668167114258
6605,2.1304309368133545
6609,1.960073471069336
6613,1.8374195098876953
6633,2.3036386966705322
6637,1.3525151014328003
6645,2.2687392234802246
6649,1.5544147491455078
6653,2.4088802337646484
6673,1.890578031539917
6677,1.9564062356948853
6681,2.147671699523926
6689,1.8538649082183838
6709,2.1512503623962402
6713,2.1664557456970215
6717,1.5415934324264526
6721,1.7328274250030518
6729,2.1781082153320312
6737,1.8529553413391113
6741,1.960003137588501
6749,1.7613861560821533
6753,1.8443105220794678
6761,2.0497004985809326
6773,2.1764228343963623
6777,2.14264178276062
6781,1.6544804573059082
6789,1.9763777256011963
6793,1.6927318572998047
6805,1.916977882385254
6809,1.9741051197052002
6813,2.208034038543701
6817,1.4715299606323242
6821,1.599503517150879
6829,1.5504601001739502
6833,2.064459800720215
6841,1.801801085472107
6865,1.6287375688552856
6869,2.322110176086426
6885,1.847185730934143
6893,1.6007741689682007
6897,1.7272789478302002
6905,1.545518159866333
6909,2.822986125946045
6926,1.9413471221923828
6930,2.2275166511535645
6934,1.4797128438949585
6938,1.9384186267852783
6942,1.9376182556152344
6946,2.298046112060547
6950,1.635514259338379
6954,1.9884730577468872
6958,2.231856346130371
6962,1.6367826461791992
6974,2.061527729034424
6978,1.562013864517212
6982,2.0795395374298096
6986,1.9607207775115967
7010,2.191098690032959
7014,1.4706733226776123
7018,1.6699738502502441
7022,1.869485855102539
7026,1.9544297456741333
7030,1.7405694723129272
7034,1.934739351272583
7042,1.632426142692566
7050,2.480611801147461
7054,2.3763463497161865
7058,1.4888498783111572
7062,1.9130899906158447
7066,1.5580869913101196
7078,1.8054509162902832
7082,1.7127444744110107
7086,1.6350390911102295
7090,2.84352445602417
7094,1.9942948818206787
7106,2.621960163116455
7110,1.7604401111602783
7114,2.033365249633789
7122,2.753080129623413
7126,1.4738450050354004
7138,2.5670485496520996
7142,2.0433454513549805
7146,2.842617988586426
7150,2.6629486083984375
7154,2.384438991546631
7162,2.352349042892456
7174,2.365636110305786
7178,1.8732869625091553
7182,1.824936866760254
7186,1.6258183717727661
7190,1.3687219619750977
7198,2.326545476913452
7206,2.4165163040161133
7210,2.017446517944336
7222,1.923525094985962
7230,1.7925968170166016
7238,1.5583884716033936
7242,1.6750543117523193
7254,1.9017236232757568
7262,1.8752260208129883
7270,1.4164232015609741
7278,1.7174562215805054
7290,2.1877856254577637
7294,2.5453295707702637
7302,2.0739636421203613
7310,2.1491682529449463
7314,2.1514639854431152
7322,2.173513650894165
7326,2.1186530590057373
7334,2.4969756603240967
7342,1.6279678344726562
7358,1.8403902053833008
7366,1.8317326307296753
7370,2.6140215396881104
7394,1.8405354022979736
7402,1.609557032585144
7430,1.8693904876708984
7438,1.8645501136779785
7442,2.101581573486328
7450,1.9452866315841675
7454,1.8419561386108398
7458,2.172722816467285
7462,2.1825239658355713
7466,2.2421152591705322
7482,2.157982110977173
7494,1.7438271045684814
7498,2.0169036388397217
7502,1.7770570516586304
7506,1.766685962677002
7514,1.9033907651901245
7518,2.502880811691284
7538,2.221503734588623
7542,2.102693796157837
7546,1.5395820140838623
7550,2.018449068069458
7554,2.234541416168213
7578,1.6567192077636719
7586,2.4043331146240234
7590,2.089402914047241
7594,2.0259435176849365
7598,2.6135265827178955
7602,2.485231637954712
7614,2.043826103210449
7618,2.190950393676758
7622,2.291703701019287
7626,1.612802505493164
7630,1.8331809043884277
7646,1.867955207824707
7650,2.0824239253997803
7654,1.7779920101165771
7666,1.902115821838379
7670,1.814176082611084
7682,2.146308422088623
7694,1.7284276485443115
7698,1.8265539407730103
7702,1.6090939044952393
7718,2.0747294425964355
7726,1.8036574125289917
7730,1.8081094026565552
7738,1.7881426811218262
7746,2.3975017070770264
7754,1.6699347496032715
7762,1.8440189361572266
7770,1.9103463888168335
7774,1.8749741315841675
7778,1.7004777193069458
7782,2.0137128829956055
7786,1.740397572517395
7794,1.9999041557312012
7798,1.7827153205871582
7822,2.2772984504699707
7842,2.1910674571990967
7854,2.0479156970977783
7862,2.0066871643066406
7866,1.9992982149124146
7874,1.7662714719772339
7878,1.7317687273025513
7882,1.9079058170318604
7890,1.8891868591308594
7894,2.019298791885376
7898,2.3211889266967773
7902,2.3296988010406494
7910,1.832701563835144
7914,2.1109962463378906
7918,2.460294485092163
7922,2.523556709289551
7926,1.9870201349258423
7930,2.08913254737854
7950,1.7342679500579834
7970,2.281928300857544
7998,1.9756439924240112
8002,1.6967167854309082
8010,2.331613063812256
8014,2.2997794151306152
8018,1.8671588897705078
8030,2.1365740299224854
8034,1.5789124965667725
8042,1.937378168106079
8046,1.8508552312850952
8054,1.8633378744125366
8066,1.8412225246429443
8074,2.3484151363372803
8078,1.5651073455810547
8086,1.6893638372421265
8102,2.5085926055908203
8106,2.5323753356933594
8110,1.869412899017334
8114,1.6569783687591553
8118,1.5987253189086914
8122,2.9882736206054688
8126,2.227419376373291
8130,1.8945550918579102
8134,1.8364777565002441
8138,1.959537148475647
8142,2.14678692817688
8150,2.3948824405670166
8154,2.100961685180664
8158,1.9477715492248535
8166,1.8544665575027466
8170,1.8133904933929443
8178,1.7271087169647217
8182,1.646132230758667
8194,2.783658027648926
8202,1.685789704322815
8206,2.39567494392395
8210,2.002837896347046
8214,2.0264835357666016
8218,1.888030767440796
8222,1.9830557107925415
8226,1.7851499319076538
8230,1.847653865814209
8238,2.790282726287842
8242,2.158785820007324
8246,1.7619439363479614
8250,2.000877857208252
8258,1.6093016862869263
8266,2.392047882080078
8270,1.664488434791565
8274,1.8494255542755127
8282,1.7179546356201172
8286,1.8881807327270508
8290,2.2650303840637207
8306,2.2324984073638916
8310,2.0088443756103516
8330,2.1061630249023438
8334,2.4498093128204346
8350,2.461772918701172
8354,1.807612419128418
8358,2.0259768962860107
8374,2.125910997390747
8378,1.4821876287460327
8386,1.8716996908187866
8390,1.7211740016937256
8406,2.1181235313415527
8410,1.6255450248718262
8414,1.865391731262207
8418,1.8068443536758423
8422,1.767247200012207
8426,1.8928338289260864
8438,1.739780068397522
8442,1.7751431465148926
8450,1.9193150997161865
8454,1.9506826400756836
8466,2.4976656436920166
8470,2.600689649581909
8474,1.7413657903671265
8478,2.493347644805908
8494,1.7907875776290894
8506,1.8196179866790771
8518,1.7806010246276855
8526,1.766826868057251
8534,2.1641244888305664
8542,2.3107359409332275
8550,1.663953185081482
8554,2.0839338302612305
8562,2.691159725189209
8566,1.9856547117233276
8578,1.7885665893554688
8582,2.106952667236328
8594,2.6062471866607666
8602,2.163665294647217
8610,2.1780524253845215
8614,2.3832345008850098
8622,1.632450819015503
8634,2.303196430206299
8638,2.2524383068084717
8654,1.9381275177001953
